full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,created_at,followers_count,following_count,favourites_count,Source_File,sentiment
"CIA desperate to oust Sheikh Hasina after they failed to remove her in elections

Using colour revolution amp student protest is a common modus operandi of regime change

US want a pliable state with a military base amp plan to control India from east side thus control Asian trade ",18,0,0,0,0,"05/07/2024, 08:36:20",468,706,18088,Week 27.csv,negative
At the invitation of Chinese Premier Li Qiang Prime Minister Sheikh Hasina of the Peoples Republic of Bangladesh will pay an official visit to China from July  to  a Chinese foreign ministry announced Thursday China Bangladesh ,5514,1,14,3,5,"04/07/2024, 13:00:01",6605103,4010,1056,Week 27.csv,neutral
Sinking under debt the hidden costs of Chinese investments Bangladesh eyes Chinese loans for nine road and railway projects an issue likely to surface during PM Sheikh Hasinas upcoming visit to China ,3491,0,330,0,388,"04/07/2024, 16:20:27",2815,93,99,Week 27.csv,neutral
"FBCCI President Mr Mahbubul Alam joined the Post Budget Dinner hosted by Finance Minister Mr Abul Hassan Mahmood Ali on June   at the BICC Dhaka

Honorable Prime Minister HE Sheikh Hasina graced the event as the chief guest ",88,0,1,0,2,"01/07/2024, 11:46:50",756,66,99,Week 27.csv,neutral
At the invitation of Chinese Premier Li Qiang Prime Minister Sheikh Hasina of the Peoples Republic of Bangladesh will pay an official visit to China from July  to   ,4866,1,5,1,3,"04/07/2024, 20:42:48",11894680,80,129,Week 27.csv,neutral
FBCCI President Mr Mahbubul Alam along with his family members paid a courtesy visit to the Honorable Prime Minister HE Sheikh Hasina on July   at Ganabhaban Dhaka ,68,0,5,0,0,"04/07/2024, 16:29:32",756,66,99,Week 27.csv,neutral
Had the honour of meeting with Bangladesh Prime Minister Sheikh Hasina to discuss ways to enhance bilateral trade relations between India and Bangladesh Our discussions were incredibly productive focusing on areas of mutual interests and the shared vision for economic growth ,218,0,9,1,0,"04/07/2024, 21:13:57",1193,673,31,Week 27.csv,positive
" Bangladeshi Prime Minister Sheikh Hasina on Tuesday said that the ties between India and Bangladesh could be seen as a model of bilateral ties for the South Asian region Republic World reported 

Hasina made these remarks during a courtesy call by Indian Navy Chief ",1104,0,22,0,4,"03/07/2024, 12:13:10",20313,14,1149,Week 27.csv,neutral
Sheikh Hasinas New Delhi visit reshapes regional dynamics ,5,0,0,0,0,"04/07/2024, 10:29:23",77,1,16,Week 27.csv,neutral
At the invitation of Premier Li Qiang of the State Council Prime Minister Sheikh Hasina of the Peoples Republic of Bangladesh will pay an official visit to China from July  to  Chinese Foreign Ministry ,3112,0,8,1,3,"04/07/2024, 12:15:15",1894975,544,298,Week 27.csv,neutral
CNS Adm Dinesh K Tripathi called on Bangladesh PM Sheikh Hasina on July  during his official during trip to the country ,1538,0,6,0,1,"03/07/2024, 08:57:13",14476,209,1147,Week 27.csv,neutral
"My article IN KLEPTOCRATIC BANGLADESH HOW FAR PM SHEIKH HASINA CAN SUCCEED IN HER ANTICORRUPTION DRIVE  via 

 ",119,1,2,0,0,"02/07/2024, 20:19:24",47390,116,14088,Week 27.csv,neutral
A fourmember delegation of Dawoodi Bohra Community paid a courtesy call on Bangladesh PM Sheikh Hasina at her office in Dhaka ,3424,1,44,0,10,"02/07/2024, 11:51:07",3318277,136,1278,Week 27.csv,neutral
"Those who oppose India are enemies of the country Bangladesh enemies of the people and agents of Pakistan They should leave this country

 Sheikh Fazlul Karim Selim
Awami League leader and Sheikh Hasinas cousin",4443,12,78,5,14,"04/07/2024, 22:56:47",4999,148,19916,Week 27.csv,negative
"Prime Minister Sheikh Hasina said that AwamiLeague government is mulling electricity production from hydrogen and ammonia alongside the production of RenewableEnergy in the 
country  It is expected that it would be possible to use hydrogen energy on pilot basis in the ",2281,0,108,5,33,"04/07/2024, 21:52:52",647544,1664,1229,Week 27.csv,neutral
Indian Navy chief Admiral Dinesh K Tripathi  has paid a courtesy call to Prime Minister SheikhHasina yesterday at the Parliament During the meeting PM termed the BDIndiaRelations as a model and example for others as both the countries have  resolved many problems through ,1843,0,83,5,17,"03/07/2024, 15:11:47",6393,25,4131,Week 27.csv,neutral
Bagldeshs PM Sheikh Hasina was in NewDelhi last week This was her second trip to India in two weeks showing the seriousness with which both these nations are carrying forward their relations   ,40,0,0,1,0,"01/07/2024, 16:59:52",594,1946,28,Week 27.csv,neutral
"BANGLADESHI PM TO VISIT CHINA

At the invitation of Chinese Premier Li Qiang Prime Minister Sheikh Hasina of Bangladesh will pay an official visit to China from July  to  announced a foreign ministry spokesperson

Follow  for more 
Trending Norway The Sun ",47,0,0,0,0,"04/07/2024, 14:18:21",258,1,748,Week 27.csv,neutral
"Bangladesh will host a trade and investment summit in Beijing during Prime Minister Sheikh Hasinas upcoming state visit to China

READ MORE   ",13,0,0,0,0,"05/07/2024, 12:12:12",79,143,25,Week 27.csv,neutral
"Prime Minister Sheikh Hasina on Saturday offered prayers at the mazar of Father of the Nation Bangabandhu Sheikh Mujibur Rahman in Tungipara of Gopalganj

Read More
 ",10,0,0,0,0,"06/07/2024, 12:00:00",79,143,25,Week 27.csv,neutral
"Prime Minister Sheikh Hasina on Tuesday described BangladeshIndia relationship as model and example for others as both countries have resolved many problems through dialogue

READ MORE   ",8,0,0,0,0,"03/07/2024, 11:09:14",79,143,25,Week 27.csv,positive
Prime Minister Sheikh Hasina Tuesday mentioned the BangladeshIndia relationship as model and example for others as both the countries had resolved many problems through dialogue ,115,0,2,0,2,"04/07/2024, 09:19:26",525,565,39,Week 27.csv,positive
"Members of the Dawoodi Bohra community in Bangladesh had the privilege of meeting with the Honble Prime Minister Sheikh Hasina to congratulate her on becoming the Prime Minister for a record fifth time 
They praised her leadership in promoting communal harmony security and ",3083,0,73,0,10,"03/07/2024, 18:28:22",25751,52,1040,Week 27.csv,positive
Prime Minister Sheikh Hasina today said that the AwamiLeague government has reached the healthcare services to peoples doorstep She was speaking at a meeting at Gonobhaban on the progress of Bangladeshs healthcare Her idea of communityclinic has made healthcare more ,2112,0,102,10,30,"03/07/2024, 21:26:19",647544,1664,1229,Week 27.csv,positive
At the invitation of Chinese Premier Li Qiang Prime Minister Sheikh Hasina of the Peoples Republic of Bangladesh will pay an official visit to China from July  to  Chinese foreign ministry announced Thursday China Bangladesh ,429,1,25,1,5,"04/07/2024, 13:32:06",24675,149,22151,Week 27.csv,neutral
Sheikh Hasina Declares AllOut War Against Corruption in Bangladesh   FuckedGovernement fucked government,24,0,0,0,0,"02/07/2024, 15:06:30",201,125,2628,Week 27.csv,negative
"Adm Dinesh K Tripathi CNS on an official visit to Bangladesh called on HE Sheikh Hasina Honble Prime Minister of Bangladesh on Jul 

During discussions the PM of Bangladesh recalled amp appreciated Indias contribution to Bangladeshs War of Liberation in  

CNS ",19915,3,479,3,99,"03/07/2024, 06:51:10",517505,344,8988,Week 27.csv,positive
"Describing the Padma Bridge as a symbol of pride Prime Minister Sheikh Hasina on Friday said the international community now shows due respect to Bangladesh as the bridge was constructed with own finance 
dhakatribune newsupdate padmabridge sheikhhasina ",341,0,4,1,1,"05/07/2024, 21:00:01",545425,194,37,Week 27.csv,positive
"Prime Minister Sheikh Hasina today  July defended her governments decision to allow transit facilities to India stressing that Bangladesh cant keep its doors closed in this current global situation

Link in Comments

traintransit IndiaBangladesh SheikhHasina TBSNews ",92,0,0,0,1,"04/07/2024, 10:49:19",19717,109,285,Week 27.csv,neutral
"Prime Minister Sheikh Hasina on Tuesday asked all concerned including civil administration to take necessary preparation in advance to face probable floods in the country

Read the full news here  ",13,0,1,0,0,"03/07/2024, 10:59:42",6958,770,10,Week 27.csv,neutral
"Prime Minister Sheikh Hasina said that AwamiLeague government is mulling electricity production from hydrogen and ammonia alongside the production of RenewableEnergy in the 
country 
   ",57,0,0,3,0,"04/07/2024, 22:07:50",2226,1923,40758,Week 27.csv,neutral
"Describing the Padma Bridge as a symbol of pride Prime Minister Sheikh Hasina on Friday said the international community now shows due respect to Bangladesh as the bridge was constructed with own finance

Read the full news here  ",25,0,1,0,0,"06/07/2024, 13:23:46",6958,770,10,Week 27.csv,positive
"Bangladesh will seek Chinas assistance to implement a total of seven power and energy projects involving around US billion during the forthcoming visit of Prime Minister Sheikh Hasina to China
Read the full news here  ",28,0,0,0,0,"05/07/2024, 11:52:31",6958,770,10,Week 27.csv,neutral
"Prime Minister Sheikh Hasinas highly anticipated Beijing visit will be a

Read more  

Follow us on instagram 

PMHasina ambassador China somoytv ",652,0,4,1,1,"04/07/2024, 19:38:22",2194050,31,3409,Week 27.csv,neutral
Hindu minority persecution has rampant under the Islamist prime minister Sheikh Hasinas rule since  Sheikh hasinas ruling Awami League party activists regularly attacking Hindu families and looting their properties with impunity ,77,0,4,0,1,"01/07/2024, 20:29:45",334,2032,50971,Week 27.csv,negative
"Adm Dinesh K Tripathi CNS on an official visit to Bangladesh called on HE Sheikh Hasina Honble Prime Minister of Bangladesh on Jul 
CNS apprised the PM regarding the progress of ongoing bilateral maritime engagements between the IndianNavy amp the BangladeshNavy ",59,0,0,0,0,"03/07/2024, 12:50:54",229,385,6,Week 27.csv,neutral
"Futuristic Vision Of Cooperation PM Modi Sheikh Hasina Ink Pacts With Focus On Blue Economy Space Railways
 via NaMo App ",4,0,0,0,0,"05/07/2024, 18:09:35",194,456,850,Week 27.csv,positive
Navy chief Admiral Dinesh K Tripathi calls on Bangladesh PM Sheikh Hasina during his ongoing visit to bolster bilateral defence ties ,426,0,2,0,0,"03/07/2024, 09:51:48",17562,1025,8553,Week 27.csv,neutral
At the invitation of Chinese Premier Li Qiang Prime Minister Sheikh Hasina of the Peoples Republic of Bangladesh will pay an official visit to China from Jul  to  foreign ministry spokesperson Mao Ning announced China Bangladesh ,59,0,0,0,0,"04/07/2024, 18:20:00",4304,338,120,Week 27.csv,neutral
Actually our mighty state wants to gift WB to Sheikh Hasina,24,0,0,0,0,"01/07/2024, 15:49:50",334,307,228023,Week 27.csv,neutral
"IndiaBangladesh Ties Indian Navy Chief met Bangladesh PM Sheikh Hasina know which issues were discussed
 ",20,0,0,0,0,"03/07/2024, 20:16:53",20,51,4,Week 27.csv,neutral
When Khaleda Zia was the PM of Bangladesh she refused a deal with a Netherlands based company called Tulip Enterprise because Tulip is the name of the niece of Jononetri Sheikh Hasina And for denying the agreement Bangladesh had to pay a fine of  cr BDT ,94,0,0,1,0,"05/07/2024, 23:42:49",2945,2365,23537,Week 27.csv,neutral
"Prime Minister Sheikh Hasina has inaugurated Bangabandhu Corner at Gimadanga Tungipara Model Govt Primary School

Read more  

Follow us on instagram 

NationalNews PMHasina Tungipara somoytv ",632,0,8,1,1,"06/07/2024, 11:46:05",2194051,31,3409,Week 27.csv,neutral
"Prime Minister Sheikh Hasina has congratulated Labour leader Sir Keir Starmer on becoming the prime minister of Britain

Read more 

Follow us on instagram 

sheikhhasina greetings SirKeirStarmer somoytv ",815,0,9,1,1,"05/07/2024, 19:34:09",2194051,31,3409,Week 27.csv,positive
"India has never interfered in Bangladesh and helped it in its fight against Pakistan but yet these people hate us just like Pakistan
Religion is the reason
They will always hate kafir
If not for Sheikh Hasina we would have a very violet eastern border too",50,0,0,0,0,"03/07/2024, 21:53:40",1631,1346,14706,Week 27.csv,negative
"Prime Minister Sheikh Hasina has underscored that the young generation will be the architects of Smart Bangladesh urging them

Read more  

Follow us on instagram 

NationalNews PMHasina SmartBangladesh somoytv ",626,0,8,0,0,"06/07/2024, 11:53:26",2194051,31,3409,Week 27.csv,positive
IndiaBangladesh Ties Indian Navy Chief met Bangladesh PM Sheikh Hasina know which issues were discussed     SarkariResult News,25,0,0,0,0,"03/07/2024, 19:47:14",49,9,4,Week 27.csv,neutral
Bangladesh will seek fresh loans amounting to  billion during Prime Minister Sheikh Hasinas upcoming visit to China which Beijing hopes would be a game changer in the bilateral relationship ,194,0,0,0,1,"04/07/2024, 08:25:53",8618,714,8551,Week 27.csv,neutral
"Prime Minister Sheikh Hasina will go to Gopalganj on Friday July  for a twoday personal visit

Read more  

Follow us on instagram 

NationalNews PMHasina Gopalganj somoytv ",677,0,7,1,0,"04/07/2024, 20:01:29",2194051,31,3409,Week 27.csv,neutral
"Adm Dinesh K Tripathi CNS on an official visit to Bangladesh called on Sheikh Hasina  Prime Minister of Bangladesh on July nd 

During discussions the Bangladesh PM recalled amp appreciated Indias contribution to Bangladeshs War of Liberation in 

 ",546,0,3,1,3,"03/07/2024, 08:04:00",97067,524,11885,Week 27.csv,positive
"At the invitation of Premier Li Qiang of the State Council Prime Minister Sheikh Hasina of the Peoples Republic of Bangladesh will pay an official visit to China from July  to 

",4982,0,7,5,3,"04/07/2024, 12:45:00",12866389,71,5329,Week 27.csv,neutral
"Days ahead of Bangladesh Prime Minister Sheikh Hasinas upcoming visit to ChinaIndia envoy to Bangladesh Pranay Verma has identified energy connectivity as a key pillar of the transformative changes that are shaping the IndiaBangladesh relationship
",12,0,0,0,0,"03/07/2024, 14:48:06",1204,1182,186,Week 27.csv,neutral
In Kleptocratic Bangladesh how far PM Sheikh Hasina can succeed in her anticorruption drive  ,16,0,0,0,0,"02/07/2024, 20:10:47",1369,286,205,Week 27.csv,neutral
"Bangladesh  Prime Minister Sheikh Hasina will be on an official visit to China  from July  to 

 China Statement ",16,0,0,0,0,"04/07/2024, 17:47:08",152,26,1000,Week 27.csv,neutral
Newly appointed Indian Navy chief Admiral DK Tripathi meets Bangladesh PM Sheikh Hasina in Dhaka during his maiden visit ,33,0,0,0,0,"03/07/2024, 07:42:29",154,248,57,Week 27.csv,neutral
"My article Sheikh Hasina Declares AllOut War Against Corruption in Bangladesh 
 ",18,0,0,0,0,"02/07/2024, 12:19:00",70,56,739,Week 27.csv,neutral
"Rishi Sunaks defeat will be the same as Emmanuel Makhons Because they supported Hasina the murderer of dictatorship in the name of democracy Which no peace loving people will accept Be it a BhidharmiAnd those who have become they follow the path of Sheikh Hasina
 ",51,0,0,0,0,"05/07/2024, 13:54:31",285,1082,4369,Week 27.csv,negative
"Adm Dinesh K Tripathi CNS called on Sheikh Hasina Prime Minister of Bangladesh on Jul 

During discussions the PM of Bangladesh recalled amp appreciated Indias contribution to Bangladeshs War of Liberation in  ",62,0,0,0,0,"03/07/2024, 07:16:10",251,1025,6708,Week 27.csv,positive
IndiaBangladesh ties a model for South Asia PM Sheikh Hasina in meeting with Indian Navy chief ,13,0,0,0,0,"03/07/2024, 11:12:40",44,235,0,Week 27.csv,neutral
"Chief of Naval Staff Admiral Dinesh K Tripathi on an official visit to Bangladesh called on Bangladesh PM Sheikh Hasina on July 

During discussions the PM of Bangladesh recalled amp appreciated Indias contribution to Bangladeshs War of Liberation in  

CNS Admiral ",17181,0,106,10,7,"03/07/2024, 07:23:26",8502045,0,71,Week 27.csv,positive
Bangladesh PM Sheikh Hasina visits China from July  as part of Dhakas looks for walking out of dollar dominance  ,25,0,0,0,0,"05/07/2024, 21:06:23",1369,286,205,Week 27.csv,neutral
"Indian Navy chief Admiral Dinesh Tripathi called on Bangladesh Prime Minister Sheikh Hasina last evening

Hasina recalled amp appreciated Indias contribution to Bangladeshs War of Liberation in  

Tripathi apprised the PM on the progress of bilateral maritime engagements ",51,0,0,0,0,"03/07/2024, 09:35:03",1357,1623,7892,Week 27.csv,positive
"Honorable Prime Minister Sheikh Hasina at the grand rally organized on the occasion of the closing ceremony of  Padma Multipurpose Bridge Project 
PadmaBridge SheikhHasina ",7,0,0,0,0,"05/07/2024, 15:11:50",91,573,7504,Week 27.csv,neutral
Days ahead of Bangladesh PM Sheikh Hasinas upcoming visit to China Indias envoy to Bangladesh Pranay Verma has identified energy connectivity as a key pillar of the transformative changes that are shaping the IndiaBangladesh relationship  reports ,5736,0,18,1,0,"03/07/2024, 07:41:39",8279148,199,232,Week 27.csv,neutral
"Bangladesh is interested in Chinese loans for nine road and railway projects and the issue could be raised during prime minister Sheikh Hasinas upcoming visit to China
",25,0,0,0,0,"04/07/2024, 15:29:45",1187,1028,160,Week 27.csv,neutral
Our beloved jononetri  Honorable PM of Bangladesh Sheikh Hasinas dream is to build SMART BANGLADESH  We  the diehard followers of Sheikh Hasina are determined to fulfill her dream  To build smart Bangladesh we need a Smart Awami League and to build smart Awami League we,199,0,4,1,0,"05/07/2024, 08:43:36",2477,425,698,Week 27.csv,positive
Prime Minister Sheikh Hasina today told parliament that a total of   lakh landless and homeless families have been rehabilitated under the Ashrayan project,8,0,0,0,0,"03/07/2024, 20:26:26",143,369,154094,Week 27.csv,neutral
Prime Minister Sheikh Hasina today said that the completion of Padma Bridge construction with own funds has garnered respect for Bangladesh from the international community People now show respect when they hear the name of Bangladesh in the international arena,10,0,0,0,0,"05/07/2024, 20:03:55",143,369,154094,Week 27.csv,positive
My article Sheikh Hasina Declares AllOut War Against Corruption in Bangladesh  ,14,0,0,0,0,"02/07/2024, 02:05:15",70,56,739,Week 27.csv,neutral
My article Sheikh Hasina Declares AllOut War Against Corruption in Bangladesh ,15,0,0,0,0,"02/07/2024, 11:52:56",70,56,739,Week 27.csv,neutral
 spoke on Sheikh Hasinas Visit to India and IndiaBangladesh Relations at the Monday Morning Meeting The meeting was chaired by   Director General  and  scholars participated in the discussion ,646,0,8,0,5,"01/07/2024, 15:36:49",46223,142,1631,Week 27.csv,neutral
"Prime Minister Sheikh Hasina stressed the importance of expanded trade and commerce between Bangladesh and Spain to create mutual collaboration and advantages

GarmentExporter ApparelIndustry Bangladesh

",43,0,0,0,0,"05/07/2024, 18:15:23",4742,478,276,Week 27.csv,positive
Significance Of Sheikh Hasinas Visit To China Balancing Regional Politics And Economic Growth  OpEd ,59,0,0,0,0,"14/07/2024, 04:45:18",19266,11246,0,Week 28.csv,neutral
Stand for Sheikh Hasina ,12,0,0,0,0,"14/07/2024, 02:23:57",30,129,590,Week 28.csv,neutral
Bangladesh upset with China PM Sheikh Hasina cuts short her Beijing trip ,13,0,0,0,0,"14/07/2024, 02:22:35",662,1270,40900,Week 28.csv,negative
 China visit was failed China rejected dictator Sheikh Hasina,15,0,0,0,0,"13/07/2024, 23:26:41",1122,3756,113594,Week 28.csv,negative
"Government has taken a plan to generate electricity from Hydrogen and Ammonia alongside Solar and Wind power in the country

 Prime Minister Sheikh Hasina 
HydrogenElectricity
 WindPower CleanEnergy SolarEnergy SolarElectricity 
Bangladesh 
  ",15,0,0,0,0,"13/07/2024, 23:19:12",3,3,4,Week 28.csv,neutral
Embarrassed China Snubs Sheikh Hasina After Bangladesh PMs HighProfile  via ,12,0,0,0,0,"13/07/2024, 22:35:35",135,1711,323,Week 28.csv,negative
"Upset Bangladesh PM Sheikh Hasina cuts short her China visit 

 tells you more 

Watch more at  ",2322,0,9,0,1,"13/07/2024, 21:56:33",490570,89,7120,Week 28.csv,negative
 Bhai tuh paagal hai kya matlab kuch bhi  agar bangladesh mai free and fair election hota toh sheikh hasina ki party ko  seat bhi nahi milti  bangladeshi people are highly radical more than Pakistanis this is known to every bong people in Bengal,182,0,1,0,0,"13/07/2024, 21:32:40",16,70,3917,Week 28.csv,neutral
"          SmartBangladesh
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina   ",11,0,0,0,0,"13/07/2024, 20:06:27",1580,5051,62291,Week 28.csv,positive
Bangladesh Prime Minister Sheikh Hasina cut short her China visit and returned to Dhaka a day earlier as she was apparently upset over Beijings failure to fulfil its promise of financial support and not extending the appropriate protocol to her The Economic Times reported ,42,0,0,0,0,"13/07/2024, 19:40:19",269,776,0,Week 28.csv,negative
"Prime Minister Sheikh Hasina today reiterated the governments commitment to creating facilities across various sectors to ensure the countrys comprehensive advancement in the future
Bangladesh PrimeMinister SheikhHasina NewsUpdates
",663,0,5,1,2,"13/07/2024, 18:47:04",1877594,64,461,Week 28.csv,positive
"BREAKING  Sources say Bangladesh PM Sheikh Hasina cuts short her China visit citing lack of appropriate protocol 

Tune in for live updates here  

Bangladesh China SheikhHasina ",2978,0,24,2,7,"13/07/2024, 18:43:16",2839762,8,3439,Week 28.csv,negative
Why did Bangladeshs Sheikh Hasina return early from China Was she upset ,28,0,1,0,0,"13/07/2024, 18:27:55",455,1956,13879,Week 28.csv,neutral
Prime Minister and Awami League President Sheikh Hasina was the subject of  false claims with  of these being politically motivated ,14,0,1,0,0,"13/07/2024, 18:19:10",14,28,15,Week 28.csv,negative
"Setback to Xis China Bangladesh PM Sheikh Hasina cuts short Beijing visit

",5147,0,8,1,0,"13/07/2024, 17:36:21",153413,1692,106945,Week 28.csv,negative
Upset Bangladesh PM Sheikh Hasina cuts short her China visit Report ,10,0,0,0,0,"13/07/2024, 17:26:54",1,28,15,Week 28.csv,negative
"     SmartBangladesh
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina   ",10,0,0,0,0,"13/07/2024, 17:23:32",1580,5051,62291,Week 28.csv,positive
"  saal se bol rahe hain ki Illegal Bangladeshis ko nikalo kya kiya BJP government ne

We did not want our relationship with Bangladesh to go down We saved Sheikh Hasina from the CIA onslaught and now she is hugging and meeting Sonia and Rahul

Ghanta hoga inse",51,0,0,0,0,"13/07/2024, 17:19:03",7,499,33751,Week 28.csv,neutral
"FPExplained Bangladesh prime minister Sheikh Hasina returned home from China earlier this week cutting her trip short

Was she upset Lets take a closer look 
",1904,0,4,0,0,"13/07/2024, 16:54:54",2121645,906,442,Week 28.csv,negative
"BREAKING  As per sources Bangladesh PM Sheikh Hasina is upset with China hence decided to cut short her visit 

Tune in for live updates here  

Bangladesh China SheikhHasina ",2643,0,20,1,4,"13/07/2024, 16:18:41",2839762,8,3439,Week 28.csv,negative
"  Sheikh hasina feet hoarding in Ballygunge road outside calcutta high court chief justice house
Walk on street Feel the pulse",45,0,0,1,0,"13/07/2024, 16:10:05",4,8,629,Week 28.csv,neutral
"Bangladesh Prime Minister Sheikh Hasinas recent visit to China appears to fall short on both optics and substance with no major deliverables to show despite the claims being made  Bangladesh
XiJinping China SheikhHasina

",115753,42,936,202,71,"13/07/2024, 15:59:36",47131,477,515,Week 28.csv,negative
"InsideSouthAsia  Bangladeshs Prime Minister Sheikh Hasina who visited India twice in June travelled to Beijing to meet Chinese President Xi Jinping What were the big takeaways from their meeting

 tells you more 

SheikhHasina ",1774,0,1,0,2,"13/07/2024, 15:36:59",490570,89,7120,Week 28.csv,neutral
Stop sheikh hasina slum and dirty politics,5,0,0,0,0,"13/07/2024, 15:02:17",6,45,669,Week 28.csv,negative
"Setback to Xi Jinpings China Bangladesh PM Sheikh Hasina cuts short Beijing visit

Read 

",1432,0,3,0,0,"13/07/2024, 15:00:02",490570,89,7120,Week 28.csv,negative
May beat  Beijing realised that Sheikh Hasina is close to India also hence not extended full financial support or China is also passing from economic difficulty,34,0,1,0,0,"13/07/2024, 14:57:39",379,135,26356,Week 28.csv,negative
"BIG  
Bangladesh Prime Minister Sheikh Hasina cut short her visit to Beijing after China failed to fulfill its promise of providing  billion in financial support offering only  million instead Hasina was reportedly upset over the reduced financial commitment and ",126,0,0,1,0,"13/07/2024, 14:27:32",13270,8897,40699,Week 28.csv,negative
"On 
Dwarka invited Bangladeshs Prime Minister Sheikh Hasina with her husband M AWazed Miah of Heaven in its first session of Rajya Sabha held in Blue FortDwarkaWe discussed with thm about various topics on ScienceSecurity and Energy for Humanity
Dwarka 
",56,0,1,0,0,"13/07/2024, 14:25:16",149,173,574,Week 28.csv,neutral
  Except sheikh hasina whole awami league is anti india,12,0,0,1,0,"13/07/2024, 13:47:20",440,932,83292,Week 28.csv,negative
Rushanara Ali is basically a political bastard like Sheikh Hasina methods and networks are very shared Cry bullying us with police brutality,30,0,0,0,0,"13/07/2024, 13:45:24",3813,4985,10635,Week 28.csv,negative
" Bangladesh PM Sheikh Hasina Wajid cuts short her China trip and returns home early 

The trip appears to have ended in a stalemate rather than any significant progress or outcomes

China has backtracked on promising financial support and aid to Bangladesh

China diluted ",218,0,1,0,1,"13/07/2024, 13:37:00",3716,22,40,Week 28.csv,negative
"Prime Minister Sheikh Hasina is going to hold a press conference on Sunday on her recent visit to China

Read more  

Follow us on instagram 

primeminister SheikhHasina somoytv ",619,0,0,0,0,"13/07/2024, 13:24:07",2194071,31,3409,Week 28.csv,neutral
 China is miffed because Sheikh hasina dont want to be trapped in Chinas debt trap,722,0,5,0,0,"13/07/2024, 10:44:13",88,344,126,Week 28.csv,negative
"Bangladesh Prime Minister Sheikh Hasinas recent visit to Beijing has revived discussion around the Teesta river project

Get Southasia Weekly in your inbox every Friday

Sign up  ",298,0,0,0,0,"13/07/2024, 10:01:26",18589,2,1031,Week 28.csv,neutral
"China has expressed its support to continue the zerotariff treatment on  per cent of taxable items to Bangladesh for a transitional period beyond  when Bangladesh will graduate from LDC status

DevelopingCountry Trade
Economy Business ",1706,0,48,5,11,"13/07/2024, 09:31:05",6393,25,4131,Week 28.csv,positive
"In an unusual move Bangladesh Prime Minister Sheikh Hasina cut short her trip to Beijing this week and returned to Dhaka indicating that the desired objective was not achieved from the visit

Hasina may have been upset over China not fulfilling its promise of financial support",7684,8,107,3,35,"13/07/2024, 08:27:45",61982,1918,16664,Week 28.csv,negative
"  These regimes in Bangladesh are really weak   and Sheikh Hasina aim their actions to protect   interests in India
It is always true that  people of Bangladesh hate Modis regimePeople of Bangladesh will give time and space
 ",47,0,0,0,0,"13/07/2024, 08:04:42",237,307,14647,Week 28.csv,negative
"Rising sstyle militancy back in Jammu and Kashmir Terror attacks rock Doda Kathua districts

From Assam to Nepal a look at ravaging rivers of South Asia

Bangladesh PM Sheikh Hasina meets Chinese president

Watch InsideSouthAsia with  ",2410,1,4,0,2,"13/07/2024, 06:54:46",490570,89,7120,Week 28.csv,negative
"In  students protested after which the Sheikh Hasina govt announced that Quotas would be abolished amp Govt Jobs would be awarded based on a Merit System

But in India protests are happening in many states only to increase Quota Reservation
 

n ",211,0,1,1,0,"13/07/2024, 04:14:13",291,586,37569,Week 28.csv,negative
"China has pledged to continue to provide support to the best of its abilities including providing a platform for dialogue to help achieve early repatriation of the displaced people to Myanmar

  
Bangladesh ",1411,0,38,2,7,"13/07/2024, 01:25:11",6393,25,4131,Week 28.csv,positive
Govt should focus on bangladesh  where like pakistan radicles are targetting hindus nd our temples should immidiately  take up the issue with PM OF BANGLADESH  SHEIKH HASINA WAJED,24,0,0,0,0,"12/07/2024, 23:39:21",53,246,582,Week 28.csv,neutral
 Its the duty of opposition parties to expose sheikh Hasinas lies instantly unearth the truth and inform people  is a total disgrace failure incompetent,11,0,0,1,0,"12/07/2024, 22:40:38",459,1758,17713,Week 28.csv,negative
"Prime Minister and Awami League President Sheikh Hasina was the subject of  false claims with  of these being politically motivated
 ",10,0,0,0,0,"12/07/2024, 22:33:18",58,74,45,Week 28.csv,negative
Had a wonderful meeting with Indias Prime Minister Sheikh Hasina ,4625,4,94,8,11,"12/07/2024, 22:14:22",62238,1496,28345,Week 28.csv,positive
" Have you heard of the Dhaka metro rail or maybe Parma bridge BOTH of which are  initiatives led by HPM Sheikh Hasina 
Maybe get out amp about a bit more rather than sit in your little cubicle spouting propaganda amp false facts with no evidence to back it up eh",91,0,0,0,0,"12/07/2024, 20:22:29",38,0,7366,Week 28.csv,negative
"Hindus attacked by Iamic extremists from the Ruling Awami League in Bangladesh  Injured

In this attack Hindus houses were demolished and temples were also targeted

Prime Minister Sheikh Hasina of the ruling Awami League has good relations with India

Despite this why ",382,0,24,0,24,"12/07/2024, 20:22:22",20302,284,3002,Week 28.csv,negative
 Somoy TV is an agent of fascist dictator Sheikh Hasina This TV is conspiring against protesting students who want to remove curse quota system,11,0,1,0,0,"12/07/2024, 18:45:23",1122,3756,113594,Week 28.csv,negative
 Fascist dictator Sheikh Hasina made Dhaka city a living hell,10,0,0,0,0,"12/07/2024, 18:36:05",1122,3756,113594,Week 28.csv,negative
    China rejected dictator Sheikh Hasina,14,0,0,0,0,"12/07/2024, 18:29:35",1122,3756,113594,Week 28.csv,negative
